x,y
667971.409257,-1450778.182
667837.6001169998,-1450040.296375
667695.477128,-1449304.008375
667565.184507,-1448565.4815
667443.3945680001,-1447825.498625
666918.727875,-1444873.31525
665970.536816,-1439711.027125
671304.8371850001,-1464129.487375
670530.646635,-1459697.955
670397.4202550001,-1458959.9455
669641.234746,-1454524.31325
668700.2194330001,-1449361.0095
667965.744878,-1444922.807
667831.078743,-1444185.12575
667671.1003739999,-1443452.565875
667546.633881,-1442714.291125
667440.518624,-1441972.434625
667284.706809,-1441239.111125
667138.4623220001,-1440503.627125
667013.030634,-1439764.297
666896.5316870001,-1439023.516375
666752.388183,-1438287.765375
666616.064821,-1437550.641125
667944.535936,-1439147.839875
668077.091439,-1439885.919
668856.9120680001,-1444316.765375
669759.3661220002,-1449485.863375
670533.626434,-1453911.837875
671470.742881,-1459070.975875
672343.4440609999,-1464241.778625
668938.806569,-1438971.725
669083.7294960001,-1439707.45325
669871.62668,-1444134.296
670739.569807,-1449310.365625
671556.1389449999,-1453734.448
672449.094569,-1458905.76
673278.270505,-1464082.777125
674323.917062,-1463969.71025
674175.627505,-1463235.00825
673438.1686800001,-1458797.31275
672548.134816,-1453627.407625
671757.0408050001,-1449199.609625
670833.84756,-1444034.647375
669909.161314,-1438868.928125
